name,url,type,seal_brewer_member,ba_associate_member,ab_inbev,state
Lanikai Brewing Co,,Micro,Y,,,HI
Lansing Brewing Company,,Brewpub,Y,,,MI
Lantern Brewing,www.lanternbrewing.com,Micro,Y,,,WA
LaOtto Brewing LLC,,Brewpub,,,,IN
Larboard Beer,www.larboardbeer.com,Contract,,,,
Lariat Lodge Brewing,www.LariatLodgeBrewing.com,Brewpub,Y,,,CO
Lark Brewing,www.larkbrewing.com,Brewpub,,,,IA
Las Cazuelas Brewing,www.cazuelasmexicangrill.com,Brewpub,,,,NM
Lassen Ale Works @ The Pioneer Saloon,www.lassenaleworks.com,Brewpub,Y,,,CA
Last Call Brewing Company,www.lastcallbrewing.com,Micro,,,,CA
Last Days of Autumn Brewing,www.lastdaysofautumn.com,Brewpub,,,,TN
Last Frontier Brewing Company,,Brewpub,,,,AK
Last Name Brewing,www.lastnamebrewing.com,Micro,Y,,,CA
Last Stand Brewing Company,www.laststandbrewing.com,Micro,Y,,,TX
Last Wave Brewing Co,www.lastwavebrewing.com,Micro,,,,NJ
Lasting Brass Craft Brewing,www.lastingbrass.com,Micro,,,,CT
Latchkey Brewing Company,www.latchkeybrew.com,Micro,Y,,,CA
Latitude 33 Brewing Co,www.latitude33brewing.com,Micro,Y,,,CA
Latitude 42,www.latitude42brewingco.com,Brewpub,Y,,,MI
LauderAle,www.lauderale.co,Micro,Y,,,FL
Laughing Crow Beer,,Micro,,,,NH
Laughing Dog Brewing,www.laughingdogbrewing.com,Micro,Y,,,ID
Laughing Monk Brewing,www.laughingmonkbrewing.com,Micro,Y,,,CA
Laughing Sun Brewing,www.laughingsunbrewing.com,Micro,Y,,,ND
Laughinghouse Brewing,,Planning,,Y,,NH
Launch Pad Brewery,www.launchpadbrewery.com,Micro,Y,,,CO
Laurel Highlands Brewing,www.laurelhighlandsbrewing.com,Micro,,,,PA
Laurelwood Public House & Brewery - SE Portland,,Brewpub,Y,,,OR
Laurelwood Public House and Brewery - NE,laurelwoodbrewingco.com,Micro,Y,,,OR
Laurelwood Public House and Brewery - NE,,Proprietor,Y,,,WA
Lava Rock Brewing Company,www.lavarockbrewpub.com,Brewpub,,,,NM
Lavery Brewing Co,www.laverybrewing.com,Micro,Y,,,PA
Lawless Brewing,www.lawlessbeer.com,Planning,,Y,,CA
Lawrence Beer Company,www.lawrencebeerco.com,Brewpub,Y,,,KS
Lawson's Finest Liquids,www.lawsonsfinest.com,Micro,Y,,,VT
Laxton Hollow Brewing Works,www.laxtonhollow.com,Micro,,,,OH
Lazarus Brewing Company,www.lazarusbrewing.com,Brewpub,Y,,,TX
Lazlo's Brewery & Grill - Haymarket,,Brewpub,Y,,,NE
Lazy Beach Brewing,lazybeachbrewing.com,Micro,Y,,,TX
Lazy Boy Brewing,www.lazyboybrewing.com,Micro,,,,WA
Lazy Duck Brewing,www.lazyduckbrewing.com,Micro,,,,CA
Lazy Hiker Brewing Co.,www.lazyhikerbrewing.com,Micro,Y,,,NC
Lazy Horse Brewing,lazyhorsebrewing.com,Brewpub,Y,,,NE
Lazy Loon Brewing Co,www.lazyloonbrewing.com,Micro,,,,MN
"Lazy Magnolia Brewing Co, LLC",www.lazymagnolia.com,Micro,Y,,,MS
Lazy Monk Brewing,www.lazymonkbrewing.com,Micro,,,,WI
Lazy Tree Ranch Brewing,,Micro,,,,TX
LazyG Brewhouse,,Planning,,Y,,AZ
Le Chien Brewing Company,www.lechien.beer,Planning,,Y,,LA
Lead Dog Brewing,www.leaddogbrewing.com,Micro,,,,NV
Leadfoot Brewing,www.leadfootbrewing.com,Planning,,Y,,MA
Leaf & Hive,www.leafandhive.com,Planning,,Y,,NM
Lean Horse Productions,,Contract,,,,SD
Leaning Cask Brewing Co,www.leaningcaskbrewing.com,Micro,Y,,,PA
Leashless Brewing,www.leashlessbrewing.com,Micro,Y,,,CA
Leaven Brewing Co.,www.leavenbrewing.com,Micro,Y,,,FL
Lebanon Valley Craft Brewery,,Planning,,Y,,PA
Ledge Hill Brewing Co,www.ledgehillbrewing.com/,Micro,,,,NY
Left Coast Brewing Co.,www.leftcoastbrewing.com,Micro,Y,,,CA
Left Coast Brewing Co. Tasting Room Smokehouse Distillery,,Brewpub,Y,,,CA
Left Hand Brewing Company,www.lefthandbrewing.com,Regional,Y,,,CO
Left Nut Brewing Co,www.leftnutbrewing.com,Micro,Y,,,GA
Lefty's Brewing Co,www.leftysbrew.com,Micro,,,,MA
Legacy Ale Works,www.legacyaleworks.com,Planning,,Y,,FL
Legacy Brewing Company,www.legacybrewingco.com,Micro,Y,,,CA
Legacy Caribbean Craft Brewery,Www.legacyccb.com,Micro,,,,FL
Legal Draft Beer Company,www.legaldraftbeer.com,Micro,Y,,,TX
Legal Remedy Brewing,www.legalremedybrewing.com,Brewpub,Y,,,SC
Legend Brewing Co,www.legendbrewing.com,Micro,Y,,,VA
Legend Brewing Co,,Brewpub,Y,,,VA
LegenDairy Maple,,Planning,,Y,,VT
Legends Brewhouse and Eatery (#1),www.legendseatery.com,Brewpub,,,,WI
Legends Brewhouse and Eatery (#2),www.legendseatery.com,Brewpub,,,,WI
Legends Craft Brewery,www.legendsbeer.com,Micro,,,,CA
Legion Brewing Company,www.legionbrewing.com,Brewpub,Y,,,NC
Lehmans Orchard Brewery and Farmhouse,www.lehmansfarmhouse.com,Brewpub,,,,MI
Leikam Brewing,www.leikambrewing.com,Micro,,,,OR
Leinenkugel's 10th Street Brewery,www.leinie.com,Large,,Y,,WI
Lemons Mill Brewery,www.lemonsmillbrewery.com,Micro,Y,,,KY
Lena Brewing Company,,Micro,,,,IL
Lengthwise Brewing Co,www.lengthwise.com,Brewpub,Y,,,CA
Lenny Boy Brewing Co,www.discoverlennyboy.com,Micro,Y,,,NC
Les Cheneaux Distillers,www.lescheneauxdistillers.com,Brewpub,,,,MI
Levante Brewing Company,levantebrewing.com,Micro,Y,,,PA
Level 350 Brewing Co.™,www.level350brewing.com,Planning,,Y,,
Level Beer,www.levelbeer.com,Micro,Y,,,OR
Levi Garrison & Sons Brewing Company,www.lgsbrewingco.com,Micro,,,,MO
Levitate,,Planning,,Y,,OH
Levity Brewing Co,,Brewpub,Y,,,PA
Lewis & Clark Brewing Co,www.lewisandclarkbrewing.com,Micro,Y,,,MT
Lewistown Brewing Co,,Planning,,Y,,MT
Lexington Avenue Brewery - The LAB,www.lexavebrew.com,Brewpub,Y,,,NC
Lexington Brewing Co,www.lexingtonbrewery.com,Brewpub,,,,MI
Liability Brewing Co.,www.liabilitybrewing.co,Micro,Y,,,SC
Liars Bench Beer Company,liarsbenchbeer.com,Brewpub,Y,,,NH
Liberal Cup Public House and Brewery,www.theliberalcup.com,Brewpub,Y,,,ME
Liberation Brewing,www.liberationbrewing.com,Micro,Y,,,CA
Libertine Brewing Company,www.libertinebrewing.com,Brewpub,Y,,,CA
Liberty Brewery & Grill,www.hp.libertybreweryandgrill.com,Brewpub,,,,NC
Liberty Craft Brewing,www.libertycraftbrewing.com,Brewpub,,,,ME
Liberty Steakhouse and Brewery,www.libertybreweryandgrill.com/home,Brewpub,,,,SC
Liberty Street Brewing Co,www.libertystreetbeer.com,Micro,,,,MI
Liberty Street Brewing Production Facility,,Micro,,,,MI
"Library Restaurant, Bar and Brewpub",www.librarybrewpub.com,Brewpub,,,,MI
Library Sports Grill and Brewery,laramie.librarysportsgrille.com,Brewpub,,,,WY
LIC Beer Project,licbeerproject.com,Micro,Y,,,NY
Lickinghole Creek Craft Brewery,www.lickingholecreek.com,Micro,Y,,,VA
Lidl US LLC,,Contract,,,,VA
Lieferbrau Brewery LLC,,Micro,Y,,,IL
Life Brewpub,www.LifeBrewpub.com,Brewpub,,,,KY
Lift Bridge Brewery,www.liftbridgebrewery.com,Micro,Y,,,MN
Light the Lamp Brewery,www.lightthelampbrewery.com,Micro,Y,,,IL
Like Minds Brewing Co.,www.likemindsbrewingco.com,Micro,,,,WI
Lil Beaver Brewery,www.lilbeaverbrewery.com,Micro,Y,,,IL
Lil' Charlie's Restaurant & Brewery,www.lilcharlies.com,Contract,,,,IN
Lil Paws Winery,www.lilpawswinery.com,Micro,,,,OH
Lilly Pad Hopyard Brewery,lillypadhopyardbrewery.com,Brewpub,Y,,,TN
Lilys Seafood Restaurant and Brewery,,Brewpub,Y,,,MI
Limestone Beer Co,www.sweetalliebs.com,Brewpub,Y,,,KS
Limestone Brewers,www.limestonebrewers.com,Micro,,,,IA
Limestone Creek Brewing Company,,Planning,,Y,,NY
Limitless Brewing,www.limitlessbrewing.com,Planning,,Y,,KS
Lincoln and South Brewing Co.,www.lincolnandsouth.com,Planning,,Y,,SC
Lincoln Avenue Brewery,,Planning,,Y,,PA
Lincoln Beer Company,www.lincolnbeercompany.com,Micro,Y,,,CA
Lincoln Hill Farm,www.fingerlakingood.farm,Planning,,Y,,NY
Lincoln's Beard Brewing Co.,,Micro,Y,,,FL
Lindgren Craft Brewery,,Planning,,Y,,PA
Line 51 Brewing,www.line51beer.com,Contract,,,,CA
Line Creek Brewing,www.linecreekbrewing.com,Micro,Y,,,GA
Lineage Brewing,www.lineagebrew.com,Brewpub,Y,,,OH
Lineup Brewing LLC,www.lineupbrewing.com,Proprietor,Y,,,NY
Links Brewing Company,,Planning,,Y,,PA
"Lion Brewery Inc, The",www.lionbrewery.com,Regional,Y,,,PA
Lion Bridge Brewing Company,www.lionbridgebrewing.com,Brewpub,Y,,,IA
Lions Roar Brewing Company,,Planning,,Y,,
Lion's Tail Brewing,www.lionstailbrewing.com,Brewpub,Y,,,WI
Lionstone Brewing,www.lionstonebrewing.com,Brewpub,Y,,,IL
Liquid Hero Brewery,www.liquidhero.com,Micro,Y,,,PA
Liquid Mechanics Brewing Company,www.liquidmechanicsbrewing.com,Micro,Y,,,CO
Liquid Riot Bottling Co.,www.novareresbiercafe.com,Brewpub,Y,,,ME
Liquid Shoes Brewing,www.liquidshoesbrewing.com,Micro,,,,NY
Liquid State Brewing Company,www.liquidstatebrewing.com,Micro,Y,,,NY
Listermann Brewing Company,Listermannbrewing.com,Micro,Y,,,OH
Liter House,,Brewpub,Y,,,IN
Lithermans Limited Brewery,www.lithermans.beer,Micro,,,,NH
Lithology Brewing,Lithologybrewing.com,Proprietor,Y,,,NY
Little Apple Brewing Co,www.littleapplebrewery.com,Micro,Y,,,KS
Little Beast Brewing,www.littlebeastbrewing.com/,Micro,Y,,,OR
Little Bird Brewing Company,www.littlebirdbrewingcompany.com,Planning,,Y,,
Little Brother Brewing,Www.littlebrotherbrew.com,Micro,Y,,,NC
Little City Brewing Co.,,Micro,Y,,,NC
Little Dog Brewing Co.,Www.littledogbrewing.com,Micro,Y,,,NJ
Little Fish Brewing Company,www.littlefishbrewing.com,Micro,Y,,,OH
Little Giant Brewery,,Planning,,Y,,FL
Little Harpeth Brewing Co,www.littleharpethbrewing.com,Micro,Y,,,TN
Little House Brewing Company,www.littlehousebrewing.com,Planning,,Y,,CT
Little Machine,www.littlemachinebeer.com,Micro,Y,,,CO
Little Miami Brewing Company,www.littlemiamibrewing.com,Brewpub,Y,,,OH
Little Miss Brewing,www.littlemissbrewing.com,Micro,,,,CA
Little Red Barn Brewing,LRBbrewers.com,Planning,,Y,,CT
Little Spokane Brewing Company,www.littlespokanebrewingco.com,Micro,,,,WA
Little Thistle Brewing,www.littlethistlebeer.com,Planning,,Y,,MN
Little Toad Creek Brewery & Distillery,www.littletoadcreek.com,Brewpub,Y,,,NM
Little Vixen Brewing,,Planning,,Y,,NV
Live Oak Brewing Co,www.liveoakbrewing.com,Regional,Y,,,TX
Living the Dream Brewing Co.,www.livingthedreambrewing.com,Micro,Y,,,CO
Living Waters Brewing Company,,Planning,,Y,,
Livingood's Restaurant & Brewery,www.livingoodsresturant.com,Brewpub,Y,,,NY
Lizard Tail Brewing,www.lizardtailbrewing.com,Brewpub,,,,NM
Lo Rez Brewing,lorezbrewing.com,Micro,Y,,,IL
Loaded Question Brewing Co,www.loadedquestionbrewing.com,Micro,,,,NH
Local 315 Brewing Company,www.local315brewing.com,Micro,Y,,,NY
Local Brewing Co,www.localbrewingco.com,Micro,Y,,,CA
"Local Craft Beer, Tehachapi",www.honeywagonbrewing.com,Micro,,,,CA
"Local Group Brewing Company, LLC.",,Planning,,Y,,TX
Local Option,www.localoptionbier.com,Contract,,,,IL
Local Relic,www.localrelic.com,Brewpub,,,,CO
LocAle Brewing Company,www.localebrew.com,Planning,,Y,,
Locavore Beer Works,www.locavorebeerworks.com,Micro,Y,,,CO
Lochiel Brewing,lochielbrewing.com,Micro,Y,,,AZ
Lock 15 Brewing Co,www.lock15brewing.com,Planning,,Y,,OH
Lock 27 Brewing,www.lock27brewing.com,Brewpub,Y,,,OH
Lock 32 Brewing Company,www.lock32brew.com,Micro,,,,NY
Lock City Brewing,www.lockcitybrewing.com,Micro,,,,CT
Lockport Brewery,www.lockportbeer.com,Brewpub,Y,,,OH
Lockside Brewery / 1668 Winery,,Brewpub,,,,MI
Loco Patron Mexican Brewery,www.locopatron.com,Brewpub,,,,AZ
Locust Lane Craft Brewery,www.locustlanecraftbrewery.com,Micro,Y,,,PA
Lodi Beer Company,www.lodibeercompany.com,Brewpub,Y,,,CA
Loe's Brewing Company,www.loesbrewing.com,Brewpub,,,,NC
Lo-Fi Brewing,www.lofibrewing.com,Micro,Y,,,SC
Logboat Brewing Co,www.logboatbrewing.com,Micro,Y,,,MO
Loggers Brewing Company,www.loggersbrewingcompany.com,Micro,Y,,,MI
LogOff Brewing LLC,,Planning,,Y,,CA
Logsdon Farmhouse Ales,www.farmhousebeer.com,Micro,Y,,,OR
Lolo Peak Brewing Company,www.lolopeakbrewery.com,Micro,,,,MT
Loma Brewing Company,www.lomabrew.com,Brewpub,Y,,,CA
"Lompoc Brewing, LLC/ The 5th Quadrant",www.newoldlompoc.com/5thquadranthome.html,Brewpub,Y,,,OR
Lone Eagle Brewing,loneeaglebrewing.com,Brewpub,Y,,,NJ
Lone Palm Partnership,,Planning,,Y,,
Lone Peak Brewery,www.lonepeakbrewery.com,Brewpub,,,,MT
Lone Pine Brewing Company,www.lonepinebrewery.com,Micro,Y,,,ME
Lone Pint Brewery,www.lonepint.com,Micro,Y,,,TX
Lone Tree Brewing Co,www.lonetreebrewingco.com,Micro,Y,,,CO
Lonerider Brewing Co,www.loneriderbeer.com,Regional,Y,,,NC
Lonesome Pine Brewing Co.,www.lonesomepinebrewing.com,Micro,Y,,,VA
Lonesome Valley Brewing,www.lonesomevalleybrewing.com,Brewpub,,,,AZ
Long Beach Beer Lab,www.lbbeer.com,Micro,Y,,,CA
Long Blue Cat Brewing Co,www.longbluecat.com,Brewpub,,,,NH
Long Branch Brewery,,Planning,,Y,,NJ
Long Brewing LLC,www.longbrewing.com,Micro,,,,OR
Long Draw LLC,,Planning,,Y,,
Long Ireland Brewing Co,,Micro,Y,,,NY
Long Live Beerworks,www.longlivebeerworks.com,Micro,,,,RI
Long Lot Farm Brewery,www.longlotfarmbrewery.com,Micro,Y,,,NY
Long Table Brewing,,Micro,Y,,,CO
Long Trail Brewing Co,www.longtrail.com,Regional,Y,,,VT
Long Valley Pub and Brewery,,Brewpub,Y,,,NJ
Long Way Brewing,,Planning,,Y,,VA
Long Wooden Spoon Brewing,www.lwsbrewing.com,Micro,Y,,,TX
Longship Brewery,www.LongshipBrewery.com,Micro,Y,,,CA
Longtab Brewing Company LLC,www.longtabbrewing.com,Planning,,Y,,TX
Look Long Brewing Company,www.looklongbrewingcompany.com,Micro,Y,,,OR
Looking Glass Brewing Company,www.facebook.com/DeWittBreweryProject/,Brewpub,Y,,,MI
Lookingglass Brewery,www.lookingglassbrewery.com,Micro,,,,OR
Lookout Brewing Company,www.lookoutbrewing.com,Micro,,,,NC
Lookout Farm Brewing And Cider Co,www.lookoutfarmbrewing.com,Micro,Y,,,MA
Loomis Basin Brewing Co,www.loomisbasinbrewing.com,Micro,,,,CA
Loony's Brew,www.loonysbrew.com,Brewpub,,,,MN
Loop Brewing Co,www.loopbrewingcompany.com,Brewpub,Y,,,NE
Loose Ends Brewing Company,,Planning,,Y,,TN
Loose Rail Brewing,www.looserailbrewing.com,Micro,,,,OH
"Loose Shoe Brewing Company, LLC",www.looseshoebrewing.com,Micro,Y,,,VA
Loowit Brewing,www.loowitbrewing.com,Micro,Y,,,WA
Lopez Island Brewing Co,www.lopezislandbrewingco.rocks,Micro,,,,WA
Lord Hobo Brewing Co,lordhobobrewing.com,Regional,Y,,,MA
Lorelei Brewing Co,www.loreleibrewing.beer,Micro,Y,,,TX
Los Angeles Ale Works,www.laaleworks.com,Micro,Y,,,CA
Los Dos Potrillos Mexican Restaurant y Cervecería,www.los2potrillos.com,Planning,,Y,,CO
Lost 40 brewing,,Micro,Y,,,AR
Lost Bear Brews,www.lostbearbrews.com,Planning,,Y,,WA
Lost Cabin Beer Co.,www.lostcabin.beer,Micro,Y,,,SD
Lost Canoe Brewing Co,www.facebook.com/lostcanoebrew/,Micro,Y,,,WA
Lost Coast Brew House,www.lostcoast.com,Brewpub,,,,CA
"Lost Coast Brewery and Cafe - Table Bluff Brewing, Inc.",www.lostcoast.com,Regional,,,,CA
Lost Colony Brewery and Cafe,www.lostcolonybrewery.com,Brewpub,,,,NC
Lost Duck Brewing Co.,www.duckbrewing.com,Brewpub,,,,IA
Lost Elm Artisanal Ales,www.lostelmbeer.com,Micro,,,,CT
Lost Forty Brewing,www.lost40brewing.com/,Micro,Y,,,AR
Lost Friend Brewing Company,www.lostfriendbrewing.com,Micro,,,,CO
Lost Grove Brewing,www.lostgrovebrewing.com,Micro,Y,,,ID
Lost Highway Brewing,www.losthighwaybrewing.com,Micro,Y,,,CO
Lost Hiker Brewing Company,www.losthikerbrewing.com,Micro,,,,NM
Lost Kingdom Brewery / Firehouse Distillery,www.firehousedistillery.net,Micro,,,,NY
Lost Nation Brewing,www.lostnationbrewing.com,Brewpub,,,,VT
"Lost Province Brewing Company, LLC",www.lostprovince.com,Brewpub,Y,,,NC
Lost Railroad Brewhaus,,Planning,,Y,,
Lost Rein,www.rxno22.com,Planning,,Y,,TX
Lost Rhino Brewing Co,www.lostrhino.com,Micro,Y,,,VA
Lost Shirt Brewing Company,lostshirtbrewingco@gmail.com,Micro,,,,FL
Lost Signal Brewing Company,www.lostsignalbrewing.com,Brewpub,Y,,,MO
Lost Tavern Brewing,www.losttavernbrewing.com,Micro,Y,,,PA
Lost Valley Brewing Co,,Micro,,,,ME
Lost Way Brewery,www.lostwaybrewery.com,Micro,Y,,,NE
Lost Winds Brewing Company,www.lostwindsbrewing.com,Micro,Y,,,CA
Lost Woods Brewery,,Micro,,,,WA
Lot 50 Brewing,www.lot50brewing.com,Micro,Y,,,IL
Lot 713 Craft Brewery,www.lot713.com,Planning,,Y,,CA
Loud Brewing Company,,Planning,,Y,,PA
Loudoun Brewing Co,www.loudounbrewing.com,Micro,Y,,,VA
"Louisa Brewing, LLC",www.louisabrewing.com,Planning,,Y,,VA
Love City Brewing Company,www.lovecitybrewing.com,Micro,Y,,,PA
LoveCraft Brewing Co,www.lovecraftbrewing.com,Micro,,,,WA
Lovelady Brewing Company,www.loveladybrewing.com,Micro,Y,,,NV
Loveland Aleworks,www.lovelandaleworks.com,Micro,Y,,,CO
Low Road Brewing,,Micro,,,,LA
Low Tide Brewing,www.lowtidebrewing.com,Micro,Y,,,SC
Lowdown Brewery + Kitchen,www.lowdownbrewery.com,Brewpub,Y,,,CO
Lowell Beer Works,,Brewpub,,,,MA
Lower Forge Brewery,www.lowerforge.com,Micro,,,,NJ
Lowercase Brewing - Production Facility,www.lowercasebrewing.com,Brewpub,Y,,,WA
LTD Brewery,www.ltdbrewing.com,Micro,Y,,,MN
LTS Brewing Company,www.ltsbrewing.com,Micro,Y,,,MN
Lubec Brewing Co,,Brewpub,Y,,,ME
